image_id,file,split,individual_id,ground_truth_species,original_organ_category,original_organ_detail,original_subview,normalized_organ
kirchoff/em2194,kirchoff_em2194.jpg,train,ind-kirchoff/mason09,Fagus grandifolia,leaf,leaf,whole upper surface,leaf
kirchoff/em2195,kirchoff_em2195.jpg,train,ind-kirchoff/mason09,Fagus grandifolia,leaf,leaf,whole upper surface,leaf
kirchoff/em2196,kirchoff_em2196.jpg,train,ind-kirchoff/mason09,Fagus grandifolia,leaf,leaf,whole upper surface,leaf
kirchoff/ac1519,kirchoff_ac1519.jpg,train,ind-kirchoff/mason09,Fagus grandifolia,twig,twig,orientation of petioles,twig
kirchoff/em1993,kirchoff_em1993.jpg,train,ind-kirchoff/mason09,Fagus grandifolia,twig,twig,orientation of petioles,twig
kirchoff/em1998,kirchoff_em1998.jpg,train,ind-kirchoff/mason09,Fagus grandifolia,twig,twig,orientation of petioles,twig
kirchoff/ac1515,kirchoff_ac1515.jpg,train,ind-kirchoff/mason09,Fagus grandifolia,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/39282,baskauf_39282.jpg,validation,ind-baskauf/39269,Fagus grandifolia,inflorescence,inflorescence,whole - female,inflorescence
baskauf/39273,baskauf_39273.jpg,validation,ind-baskauf/39269,Fagus grandifolia,inflorescence,inflorescence,whole - male,inflorescence
baskauf/39270,baskauf_39270.jpg,validation,ind-baskauf/39269,Fagus grandifolia,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/10503,baskauf_10503.jpg,train,vanderbilt/12-187,Fagus grandifolia,inflorescence,inflorescence,whole - male,inflorescence
baskauf/10504,baskauf_10504.jpg,train,vanderbilt/12-187,Fagus grandifolia,inflorescence,inflorescence,whole - male,inflorescence
baskauf/10506,baskauf_10506.jpg,train,vanderbilt/12-187,Fagus grandifolia,inflorescence,inflorescence,whole - male,inflorescence
baskauf/10457,baskauf_10457.jpg,train,vanderbilt/12-187,Fagus grandifolia,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/10459,baskauf_10459.jpg,train,vanderbilt/12-187,Fagus grandifolia,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/10460,baskauf_10460.jpg,train,vanderbilt/12-187,Fagus grandifolia,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/10474,baskauf_10474.jpg,train,vanderbilt/12-187,Fagus grandifolia,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/10602,baskauf_10602.jpg,train,vanderbilt/12-187,Fagus grandifolia,fruit,fruit,immature,fruit
baskauf/52470,baskauf_52470.jpg,train,vanderbilt/12-187,Fagus grandifolia,fruit,fruit,lateral or general close-up,fruit
baskauf/52471,baskauf_52471.jpg,train,vanderbilt/12-187,Fagus grandifolia,fruit,fruit,lateral or general close-up,fruit
baskauf/10757,baskauf_10757.jpg,train,vanderbilt/12-187,Fagus grandifolia,leaf,leaf,showing orientation on twig,leaf
baskauf/91143,baskauf_91143.jpg,train,vanderbilt/12-187,Fagus grandifolia,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/16720,baskauf_16720.jpg,train,ind-baskauf/16720,Fagus grandifolia,leaf,leaf,showing orientation on twig,leaf
baskauf/10431,baskauf_10431.jpg,train,ind-baskauf/10430,Fagus grandifolia,twig,twig,close-up winter terminal bud,twig
baskauf/10430,baskauf_10430.jpg,train,ind-baskauf/10430,Fagus grandifolia,twig,twig,winter overall,twig
baskauf/39143,baskauf_39143.jpg,train,ind-baskauf/39143,Fagus grandifolia,twig,twig,close-up winter terminal bud,twig
baskauf/39176,baskauf_39176.jpg,train,ind-baskauf/39143,Fagus grandifolia,twig,twig,close-up winter terminal bud,twig
baskauf/91057,baskauf_91057.jpg,train,vanderbilt/6-208,Fagus grandifolia,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/d0127,baskauf_d0127.jpg,train,ind-baskauf/d0127,Fagus grandifolia,whole tree (or vine),whole tree (or vine),winter,whole plant
kirchoff/b5132,kirchoff_b5132.jpg,train,ind-kirchoff/b5132,Fagus grandifolia,whole tree (or vine),whole tree (or vine),winter,whole plant
baskauf/11251,baskauf_11251.jpg,train,vanderbilt/6-152,Quercus alba,bark,bark,of a large tree,bark
baskauf/15637,baskauf_15637.jpg,train,vanderbilt/6-152,Quercus alba,fruit,fruit,as borne on the plant,fruit
baskauf/15641,baskauf_15641.jpg,train,vanderbilt/6-152,Quercus alba,twig,twig,orientation of petioles,twig
baskauf/12411,baskauf_12411.jpg,train,vanderbilt/6-152,Quercus alba,whole tree (or vine),whole tree (or vine),view up trunk,whole plant
kirchoff/ac1448,kirchoff_ac1448.jpg,train,ind-kirchoff/mason03,Quercus alba,bark,bark,of a large tree,bark
kirchoff/ac1449,kirchoff_ac1449.jpg,train,ind-kirchoff/mason03,Quercus alba,bark,bark,of a large tree,bark
kirchoff/em2092,kirchoff_em2092.jpg,train,ind-kirchoff/mason03,Quercus alba,bark,bark,of a large tree,bark
kirchoff/em2093,kirchoff_em2093.jpg,train,ind-kirchoff/mason03,Quercus alba,bark,bark,of a large tree,bark
kirchoff/em2102,kirchoff_em2102.jpg,train,ind-kirchoff/mason03,Quercus alba,leaf,leaf,margin of upper + lower surface,leaf
kirchoff/em2094,kirchoff_em2094.jpg,train,ind-kirchoff/mason03,Quercus alba,leaf,leaf,showing orientation on twig,leaf
kirchoff/em2099,kirchoff_em2099.jpg,train,ind-kirchoff/mason03,Quercus alba,leaf,leaf,whole upper surface,leaf
kirchoff/em2100,kirchoff_em2100.jpg,train,ind-kirchoff/mason03,Quercus alba,leaf,leaf,whole upper surface,leaf
kirchoff/em2101,kirchoff_em2101.jpg,train,ind-kirchoff/mason03,Quercus alba,leaf,leaf,whole upper surface,leaf
kirchoff/em2095,kirchoff_em2095.jpg,train,ind-kirchoff/mason03,Quercus alba,twig,twig,orientation of petioles,twig
kirchoff/em2096,kirchoff_em2096.jpg,train,ind-kirchoff/mason03,Quercus alba,twig,twig,orientation of petioles,twig
kirchoff/em2097,kirchoff_em2097.jpg,train,ind-kirchoff/mason03,Quercus alba,twig,twig,winter overall,twig
kirchoff/em2105,kirchoff_em2105.jpg,train,ind-kirchoff/mason03,Quercus alba,unspecified,unspecified,unspecified,other
kirchoff/ac1447,kirchoff_ac1447.jpg,train,ind-kirchoff/mason03,Quercus alba,whole tree (or vine),whole tree (or vine),general,whole plant
kirchoff/em2106,kirchoff_em2106.jpg,validation,ind-kirchoff/mason02,Quercus alba,bark,bark,of a large tree,bark
kirchoff/em2107,kirchoff_em2107.jpg,validation,ind-kirchoff/mason02,Quercus alba,bark,bark,of a large tree,bark
kirchoff/em2119,kirchoff_em2119.jpg,validation,ind-kirchoff/mason02,Quercus alba,leaf,leaf,margin of upper + lower surface,leaf
kirchoff/em2110,kirchoff_em2110.jpg,validation,ind-kirchoff/mason02,Quercus alba,leaf,leaf,showing orientation on twig,leaf
kirchoff/em2114,kirchoff_em2114.jpg,validation,ind-kirchoff/mason02,Quercus alba,leaf,leaf,whole upper surface,leaf
kirchoff/em2115,kirchoff_em2115.jpg,validation,ind-kirchoff/mason02,Quercus alba,leaf,leaf,whole upper surface,leaf
kirchoff/em2116,kirchoff_em2116.jpg,validation,ind-kirchoff/mason02,Quercus alba,leaf,leaf,whole upper surface,leaf
kirchoff/em2112,kirchoff_em2112.jpg,validation,ind-kirchoff/mason02,Quercus alba,twig,twig,orientation of petioles,twig
kirchoff/em2108,kirchoff_em2108.jpg,validation,ind-kirchoff/mason02,Quercus alba,twig,twig,unspecified,twig
kirchoff/em2703,kirchoff_em2703.jpg,validation,ind-kirchoff/mason02,Quercus alba,whole tree (or vine),whole tree (or vine),general,whole plant
ssmv/2-161-01,ssmv_2-161-01.jpg,train,vanderbilt/1-178,Quercus alba,bark,bark,of a large tree,bark
ssmv/2-161-03,ssmv_2-161-03.jpg,train,vanderbilt/1-178,Quercus alba,leaf,leaf,showing orientation on twig,leaf
ssmv/2-161-04,ssmv_2-161-04.jpg,train,vanderbilt/1-178,Quercus alba,whole tree (or vine),whole tree (or vine),general,whole plant
ssmv/2-161-02,ssmv_2-161-02.jpg,train,vanderbilt/1-178,Quercus alba,whole tree (or vine),whole tree (or vine),view up trunk,whole plant
baskauf/19712,baskauf_19712.jpg,train,ind-baskauf/19695,Quercus alba,inflorescence,inflorescence,whole - female,inflorescence
baskauf/19705,baskauf_19705.jpg,train,ind-baskauf/19695,Quercus alba,inflorescence,inflorescence,whole - male,inflorescence
baskauf/19695,baskauf_19695.jpg,train,ind-baskauf/19695,Quercus alba,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/12405,baskauf_12405.jpg,test,vanderbilt/7-324,Quercus alba,fruit,fruit,immature,fruit
baskauf/12403,baskauf_12403.jpg,test,vanderbilt/7-324,Quercus alba,leaf,leaf,showing orientation on twig,leaf
baskauf/12407,baskauf_12407.jpg,test,vanderbilt/7-324,Quercus alba,leaf,leaf,showing orientation on twig,leaf
baskauf/12511,baskauf_12511.jpg,test,vanderbilt/7-324,Quercus alba,leaf,leaf,unspecified,leaf
baskauf/12516,baskauf_12516.jpg,test,vanderbilt/7-324,Quercus alba,leaf,leaf,unspecified,leaf
baskauf/12528,baskauf_12528.jpg,test,vanderbilt/7-324,Quercus alba,leaf,leaf,unspecified,leaf
baskauf/12409,baskauf_12409.jpg,test,vanderbilt/7-324,Quercus alba,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/15388,baskauf_15388.jpg,train,ind-baskauf/15387,Quercus alba,leaf,leaf,margin of upper + lower surface,leaf
baskauf/15387,baskauf_15387.jpg,train,ind-baskauf/15387,Quercus alba,leaf,leaf,whole upper surface,leaf
baskauf/10993,baskauf_10993.jpg,train,ind-baskauf/10993,Quercus alba,leaf,leaf,showing orientation on twig,leaf
baskauf/16838,baskauf_16838.jpg,train,ind-baskauf/16838,Quercus alba,leaf,leaf,showing orientation on twig,leaf
baskauf/16842,baskauf_16842.jpg,train,ind-baskauf/16838,Quercus alba,seed,seed,unspecified,seed
baskauf/10992,baskauf_10992.jpg,train,ind-baskauf/10992,Quercus alba,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/35191,baskauf_35191.jpg,train,ind-baskauf/35191,Quercus alba,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/90712,baskauf_90712.jpg,train,vanderbilt/15-134,Quercus alba,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/90714,baskauf_90714.jpg,train,vanderbilt/15-134,Quercus alba,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/91139,baskauf_91139.jpg,train,vanderbilt/15-139,Quercus alba,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/91140,baskauf_91140.jpg,train,vanderbilt/15-139,Quercus alba,whole tree (or vine),whole tree (or vine),general,whole plant
ssmv/2-759-01,ssmv_2-759-01.jpg,train,vanderbilt/2-76,Quercus alba,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/12356,baskauf_12356.jpg,validation,vanderbilt/6-173,Quercus bicolor,bark,bark,of a large tree,bark
baskauf/12368,baskauf_12368.jpg,validation,vanderbilt/6-173,Quercus bicolor,leaf,leaf,margin of upper + lower surface,leaf
baskauf/12363,baskauf_12363.jpg,validation,vanderbilt/6-173,Quercus bicolor,leaf,leaf,showing orientation on twig,leaf
baskauf/12382,baskauf_12382.jpg,validation,vanderbilt/6-173,Quercus bicolor,leaf,leaf,unspecified,leaf
baskauf/12396,baskauf_12396.jpg,validation,vanderbilt/6-173,Quercus bicolor,leaf,leaf,unspecified,leaf
baskauf/12366,baskauf_12366.jpg,validation,vanderbilt/6-173,Quercus bicolor,leaf,leaf,whole upper surface,leaf
baskauf/12361,baskauf_12361.jpg,validation,vanderbilt/6-173,Quercus bicolor,whole tree (or vine),whole tree (or vine),view up trunk,whole plant
kirchoff/ac1469,kirchoff_ac1469.jpg,train,uncg/5,Quercus bicolor,bark,bark,of a large tree,bark
kirchoff/ac1470,kirchoff_ac1470.jpg,train,uncg/5,Quercus bicolor,bark,bark,of a large tree,bark
kirchoff/em2143,kirchoff_em2143.jpg,train,uncg/5,Quercus bicolor,bark,bark,of a large tree,bark
kirchoff/em2144,kirchoff_em2144.jpg,train,uncg/5,Quercus bicolor,bark,bark,of a large tree,bark
kirchoff/ac1478,kirchoff_ac1478.jpg,train,uncg/5,Quercus bicolor,leaf,leaf,margin of upper + lower surface,leaf
kirchoff/ac1479,kirchoff_ac1479.jpg,train,uncg/5,Quercus bicolor,leaf,leaf,margin of upper + lower surface,leaf
kirchoff/ac1472,kirchoff_ac1472.jpg,train,uncg/5,Quercus bicolor,leaf,leaf,showing orientation on twig,leaf
kirchoff/ac1473,kirchoff_ac1473.jpg,train,uncg/5,Quercus bicolor,leaf,leaf,showing orientation on twig,leaf
kirchoff/em2146,kirchoff_em2146.jpg,train,uncg/5,Quercus bicolor,leaf,leaf,showing orientation on twig,leaf
kirchoff/em2147,kirchoff_em2147.jpg,train,uncg/5,Quercus bicolor,leaf,leaf,showing orientation on twig,leaf
kirchoff/ac1477,kirchoff_ac1477.jpg,train,uncg/5,Quercus bicolor,leaf,leaf,whole upper surface,leaf
kirchoff/em2152,kirchoff_em2152.jpg,train,uncg/5,Quercus bicolor,leaf,leaf,whole upper surface,leaf
kirchoff/em2153,kirchoff_em2153.jpg,train,uncg/5,Quercus bicolor,leaf,leaf,whole upper surface,leaf
kirchoff/em2154,kirchoff_em2154.jpg,train,uncg/5,Quercus bicolor,leaf,leaf,whole upper surface,leaf
kirchoff/em2150,kirchoff_em2150.jpg,train,uncg/5,Quercus bicolor,twig,twig,orientation of petioles,twig
kirchoff/ac1468,kirchoff_ac1468.jpg,train,uncg/5,Quercus bicolor,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/18839,baskauf_18839.jpg,train,ind-baskauf/18833,Quercus bicolor,inflorescence,inflorescence,whole - male,inflorescence
baskauf/18836,baskauf_18836.jpg,train,ind-baskauf/18833,Quercus bicolor,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/51186,baskauf_51186.jpg,test,vanderbilt/12-11,Quercus bicolor,inflorescence,inflorescence,whole - male,inflorescence
baskauf/51183,baskauf_51183.jpg,test,vanderbilt/12-11,Quercus bicolor,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/52483,baskauf_52483.jpg,test,vanderbilt/12-11,Quercus bicolor,leaf,leaf,margin of upper + lower surface,leaf
baskauf/91110,baskauf_91110.jpg,test,vanderbilt/12-11,Quercus bicolor,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/16299,baskauf_16299.jpg,train,ind-baskauf/16299,Quercus bicolor,fruit,fruit,lateral or general close-up,fruit
baskauf/16026,baskauf_16026.jpg,train,vanderbilt/6-243,Quercus bicolor,twig,twig,orientation of petioles,twig
baskauf/12417,baskauf_12417.jpg,train,vanderbilt/7-314,Quercus macrocarpa,bark,bark,of a large tree,bark
baskauf/79653,baskauf_79653.jpg,train,vanderbilt/7-314,Quercus macrocarpa,bark,bark,of a large tree,bark
baskauf/12493,baskauf_12493.jpg,train,vanderbilt/7-314,Quercus macrocarpa,leaf,leaf,showing orientation on twig,leaf
baskauf/12509,baskauf_12509.jpg,train,vanderbilt/7-314,Quercus macrocarpa,leaf,leaf,unspecified,leaf
baskauf/12522,baskauf_12522.jpg,train,vanderbilt/7-314,Quercus macrocarpa,leaf,leaf,unspecified,leaf
baskauf/12500,baskauf_12500.jpg,train,vanderbilt/7-314,Quercus macrocarpa,leaf,leaf,whole upper surface,leaf
baskauf/79657,baskauf_79657.jpg,train,vanderbilt/7-314,Quercus macrocarpa,leaf,leaf,whole upper surface,leaf
baskauf/12413,baskauf_12413.jpg,train,vanderbilt/7-314,Quercus macrocarpa,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/79649,baskauf_79649.jpg,train,vanderbilt/7-314,Quercus macrocarpa,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/12420,baskauf_12420.jpg,train,vanderbilt/7-314,Quercus macrocarpa,whole tree (or vine),whole tree (or vine),view up trunk,whole plant
baskauf/79651,baskauf_79651.jpg,train,vanderbilt/7-314,Quercus macrocarpa,whole tree (or vine),whole tree (or vine),view up trunk,whole plant
vanderbilt/mcgaw-p137-old-central-porch,vanderbilt_mcgaw-p137-old-central-porch.jpg,train,vanderbilt/h001,Quercus macrocarpa,bark,bark,of a large tree,bark
vanderbilt/conkin-p-69-campus-from-kirkland-tower,vanderbilt_conkin-p-69-campus-from-kirkland-tower.jpg,train,vanderbilt/h001,Quercus macrocarpa,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/18859,baskauf_18859.jpg,validation,ind-baskauf/18850,Quercus macrocarpa,inflorescence,inflorescence,whole - female,inflorescence
baskauf/18855,baskauf_18855.jpg,validation,ind-baskauf/18850,Quercus macrocarpa,inflorescence,inflorescence,whole - male,inflorescence
baskauf/18850,baskauf_18850.jpg,validation,ind-baskauf/18850,Quercus macrocarpa,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/15615,baskauf_15615.jpg,test,vanderbilt/6-135,Quercus macrocarpa,fruit,fruit,as borne on the plant,fruit
baskauf/15624,baskauf_15624.jpg,test,vanderbilt/6-135,Quercus macrocarpa,leaf,leaf,margin of upper + lower surface,leaf
baskauf/15620,baskauf_15620.jpg,test,vanderbilt/6-135,Quercus macrocarpa,twig,twig,orientation of petioles,twig
baskauf/90661,baskauf_90661.jpg,test,vanderbilt/6-135,Quercus macrocarpa,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/91098,baskauf_91098.jpg,train,vanderbilt/6-153,Quercus macrocarpa,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/91119,baskauf_91119.jpg,train,vanderbilt/12-29,Quercus macrocarpa,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/12319,baskauf_12319.jpg,train,vanderbilt/15-154,Quercus muehlenbergii,bark,bark,of a large tree,bark
baskauf/19373,baskauf_19373.jpg,train,vanderbilt/15-154,Quercus muehlenbergii,inflorescence,inflorescence,whole - female,inflorescence
baskauf/19371,baskauf_19371.jpg,train,vanderbilt/15-154,Quercus muehlenbergii,inflorescence,inflorescence,whole - male,inflorescence
baskauf/19366,baskauf_19366.jpg,train,vanderbilt/15-154,Quercus muehlenbergii,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/16094,baskauf_16094.jpg,train,vanderbilt/15-154,Quercus muehlenbergii,fruit,fruit,lateral or general close-up,fruit
baskauf/12328,baskauf_12328.jpg,train,vanderbilt/15-154,Quercus muehlenbergii,leaf,leaf,margin of upper + lower surface,leaf
baskauf/52480,baskauf_52480.jpg,train,vanderbilt/15-154,Quercus muehlenbergii,leaf,leaf,margin of upper + lower surface,leaf
baskauf/12323,baskauf_12323.jpg,train,vanderbilt/15-154,Quercus muehlenbergii,leaf,leaf,showing orientation on twig,leaf
baskauf/12376,baskauf_12376.jpg,train,vanderbilt/15-154,Quercus muehlenbergii,leaf,leaf,unspecified,leaf
baskauf/12393,baskauf_12393.jpg,train,vanderbilt/15-154,Quercus muehlenbergii,leaf,leaf,unspecified,leaf
baskauf/12324,baskauf_12324.jpg,train,vanderbilt/15-154,Quercus muehlenbergii,leaf,leaf,whole upper surface,leaf
baskauf/16083,baskauf_16083.jpg,train,vanderbilt/15-154,Quercus muehlenbergii,twig,twig,orientation of petioles,twig
baskauf/12318,baskauf_12318.jpg,train,vanderbilt/15-154,Quercus muehlenbergii,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/90718,baskauf_90718.jpg,train,vanderbilt/15-154,Quercus muehlenbergii,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/12321,baskauf_12321.jpg,train,vanderbilt/15-154,Quercus muehlenbergii,whole tree (or vine),whole tree (or vine),view up trunk,whole plant
baskauf/12050,baskauf_12050.jpg,test,ind-baskauf/12050,Quercus muehlenbergii,bark,bark,of a medium tree or large branch,bark
baskauf/12055,baskauf_12055.jpg,test,ind-baskauf/12050,Quercus muehlenbergii,whole tree (or vine),whole tree (or vine),view up trunk,whole plant
baskauf/90950,baskauf_90950.jpg,validation,vanderbilt/7-282,Quercus muehlenbergii,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/91004,baskauf_91004.jpg,validation,vanderbilt/7-282,Quercus muehlenbergii,whole tree (or vine),whole tree (or vine),general,whole plant
